Code;ForecastDate;ForecastType;ForecastStart;ForecastEnd;PrecipitationProbability;WeatherConditions;PrecipitationType;ExpectedPrecipitationAmount;MinimumTemperature;MaximumTemperature;WindDirection;WindSpeed;PrecipitationAmountDay;Notes;global_id
511556;10.02.2017 17:59;двенадцатичасовой прогноз;10.02.2017 21:00;11.02.2017 09:00;;;без осадков;;-4;-2;;;;Условия для гололедицы, ожидаемый прирост снега 0-1см;870650874
516104;29.06.2018 06:02;трехчасовой прогноз;29.06.2018 09:00;29.06.2018 12:00;;;дождь;;27;29;;;;Днем без осадков. Температура 27…29 град. Ветер юго-восточный 5-10 м/сек. Ночью кратковременный дождь, местами гроза 3-10 мм. Температура 16…18 град. Ветер юго-восточный 5-10 м/сек. ;870667626
516101;26.06.2018 05:54;трехчасовой прогноз;26.06.2018 09:00;26.06.2018 12:00;;;без осадков;;24;26;;;;Днем без осадков. Температура 24…26 град. Ветер слабый. Ночью без осадков. Температура 14…16 град. Ветер слабый. ;870669879
516103;28.06.2018 05:35;трехчасовой прогноз;28.06.2018 09:00;28.06.2018 12:00;;;без осадков;;27;29;;;;Днем без осадков. Температура 27…29 град. Ветер северо-восточный 3-8 м/сек. Ночью без осадков. Температура 15…17 град. Ветер восточный 3-8 м/сек. ;870669880
516102;27.06.2018 05:35;трехчасовой прогноз;27.06.2018 09:00;27.06.2018 12:00;;;без осадков;;26;28;;;;Днем без осадков. Температура 26…28 град. Ветер северо-восточный 3-8 м/сек. Ночью без осадков. Температура 14…16 град. Ветер северо-восточный 3-8 м/сек. ;870669882
514857;23.02.2018 05:59;трехчасовой прогноз;23.02.2018 09:00;23.02.2018 12:00;;;без осадков;;-11;-9;;;;Днем местами слабый снег 0-0,2 мм. Тем-ра -11…-9 град. Ветер слабый, менее 5 м/сек. Ночью местами слабый снег 0-0,2 мм. Тем-ра -22…-20 град. Ветер слабый.;870722712
514859;25.02.2018 06:01;трехчасовой прогноз;25.02.2018 07:00;25.02.2018 10:00;;;без осадков;;-13;-11;;;;Днем местами слабый снег 0-0,2 мм. Тем-ра -13…-11 град. Ветер слабый, менее 5 м/сек. Ночью местами слабый снег 0-0,2 мм. Тем-ра -23…-21 град. Ветер С 2-7 м/сек.;870722713
514936;17.03.2018 06:03;трехчасовой прогноз;17.03.2018 06:30;17.03.2018 09:30;;;без осадков;;-10;-8;;;;"Днем местами слабый снег 0-0,2 мм. Температура  -10…-8 град. Ветер северо-западный 3-8 м/сек. Ночью местами слабый снег 0-0,2 мм. Температура 
-16…-14, местами до -20 град. Ветер северо-западный 3-8 м/сек.";870722715
514957;19.03.2018 06:12;трехчасовой прогноз;19.03.2018 09:00;19.03.2018 12:00;;;без осадков;;-2;0;;;;Днем местами слабый снег 0-0,2 мм. Условия для гололедицы. Температура -2…0 град. Ветер юго-западный 3-8 м/сек. Ночью местами слабый снег 0-0,2 мм. Температура -10…-8 град. Ветер юго-западный 3-8 м/сек.;870722716
515036;29.03.2018 06:05;трехчасовой прогноз;29.03.2018 06:30;29.03.2018 09:30;;;без осадков;;-1;1;;;;Без осадков. Условия для гололедицы. Температура  -1…+1 град. Ветер слабый менее 5 м/сек. Ночью без осадков. Условия для гололедицы. Температура -9…-7 град. Ветер слабый менее 5 м/сек.;870722717
515116;05.04.2018 06:09;трехчасовой прогноз;05.04.2018 09:00;05.04.2018 12:00;;;без осадков;;11;13;;;;Днем без существенных осадков 0-0,1 мм. Температура 11…13 град. Ветер южный 3-8 м/сек. Ночью без существенных осадков  0-0,1 мм. Температура 2…4 град. Ветер южный 5-10 м/сек.;870722720
515140;10.04.2018 06:04;трехчасовой прогноз;10.04.2018 06:30;10.04.2018 09:30;;;без осадков;;17;19;;;;Днем без осадков, вечером местами небольшой дождь 0-1 мм. Температура 17…19 град. Ветер юго-западный 5-10 м/сек, местами порывы 15 м/сек. Ночью кратковременный дождь 1-3 мм. Температура 1…3 град. Ветер северо-восточный 5-10 м/сек, местами порывы 15 м/сек.;870722721
515141;11.04.2018 06:04;трехчасовой прогноз;11.04.2018 09:00;11.04.2018 12:00;;;без осадков;;8;10;;;;Днем без осадков. Температура 8…10 град. Ветер северо-восточный 5-10 м/сек. Ночью без осадков. Температура 1…3 град., местами до -1 град. Ветер восточный 3-8 м/сек.;870722722
515142;12.04.2018 06:01;трехчасовой прогноз;12.04.2018 09:00;12.04.2018 12:00;;;без осадков;;9;11;;;;Днем без осадков. Температура 9…11 град. Ветер восточный 3-8 м/сек. Ночью без осадков. Температура 1…3 град., местами до -1 град. Ветер восточный 3-8 м/сек.;870722724
515156;13.04.2018 05:59;трехчасовой прогноз;13.04.2018 09:00;13.04.2018 12:00;;;без осадков;;11;13;;;;Днем без осадков. Температура 11…13 град. Ветер северо-западный 5-10 м/сек. Ночью без осадков. Температура 1…3 град., местами до -1 град. Ветер слабый.;870722725
515176;14.04.2018 06:02;трехчасовой прогноз;14.04.2018 09:00;14.04.2018 12:00;;;без осадков;;13;15;;;;Днем без осадков. Температура 13…15 град. Ветер переменный 2-7 м/сек. Ночью без осадков. Температура 2…4 град. Ветер юго-западный 2-7 м/сек.;870722726
515196;15.04.2018 06:01;трехчасовой прогноз;15.04.2018 09:00;15.04.2018 12:00;;;без осадков;;15;17;;;;Днем без осадков. Температура 15…17 град. Ветер западный 2-5 м/сек. Ночью местами небольшой кратковременный дождь 0-1 мм. Температура 4…6 град. Ветер слабый менее 5 м/сек.;870722732
514357;09.01.2018 06:43;трехчасовой прогноз;09.01.2018 09:00;09.01.2018 12:00;;;без осадков;;-4;-2;;;;Без осадков. Тем-ра -4…-2 град. Ветер СЗ, 5-10, мест. пор. 12-17 м/сек. Ночью мест. небол. ос. 0-0,5 мм. Тем-ра -7…-5  град. Ветер СЗ, 3-8 м/сек. ;870722747
514416;12.01.2018 06:21;трехчасовой прогноз;12.01.2018 09:00;12.01.2018 12:00;;;без осадков;;-7;-5;;;;Без существенных осадков 0-0,2 см. Тем-ра -7…-5 град. Ветер СВ, 3-8 м/сек. Ночью без существенных осадков 0-0,2 см. Тем-ра -9…-7  град. Ветер слабый.;870722755
514556;19.01.2018 06:23;трехчасовой прогноз;19.01.2018 09:00;19.01.2018 12:00;;;без осадков;;-7;-5;;;;Днем облачно с проясн., мест.слабый снег. Условия для сосулек. Количество осадков 0-0,3 мм. Тем-ра воздуха -7…-5 град, по области -9…-4 град. Ветер ЮВ 5-10 м/сек. Ночью облачно врем. снег,   1-3 мм. Прирост 1-3 см. Тем-ра  -8…-6  град. Ветер ЮВ 5-10 м/сек. ;870722756
514616;30.01.2018 06:09;трехчасовой прогноз;30.01.2018 09:00;30.01.2018 12:00;;;без осадков;;-1;1;;;;Днем снег 2-4 см. Тем-ра -1…+1 град. Ветер ЮВ 5-10 м/сек. Ночью временами снег 1-2 см. Тем-ра -3…-1 град. Ветер ЮЗ 3-8 м/сек.;870722757
514636;31.01.2018 06:28;трехчасовой прогноз;31.01.2018 09:00;31.01.2018 12:00;;;без осадков;;-2;0;;;;Днем временами снег, метель. На дорогах гололедица, сосульки на крышах зданий. Кол-во осадков 1-3 мм. Прирост снега 1-3 см. Тем-ра -2…0 град, пониж. к вечеру до -5 град. Ветер З,СЗ 5-10 м/сек, местами пор. 12-15 м/сек. Ночью местами слабый снег 0-0,2 мм. Тем-ра -13…-11 град. Ветер СЗ 5-10 м/сек.;870722759
514676;02.02.2018 06:09;трехчасовой прогноз;02.02.2018 09:00;02.02.2018 12:00;;;без осадков;;-3;-1;;;;Днем временами снег 2-4 см. Тем-ра -3…-1 град. Ветер ЮЗ 5-10 м/сек. Ночью снег, мокрый снег 2-4 см. Тем-ра -3…-1 град. Ветер Ю 5-10 м/сек.;870722760
514776;15.02.2018 06:01;трехчасовой прогноз;15.02.2018 09:00;15.02.2018 12:00;;;без осадков;;-8;-6;;;;Днем местами слабый снег 0-0,3 мм. Тем-ра -8…-6 град. Ветер ЮВ 2-7 м/сек. Ночью местами небольшой снег 0-1 мм. Прирост снега 0-1 см. Тем-ра -10…-8 град. Ветер ЮВ 3-8 м/сек.;870722761
514865;03.03.2018 06:09;трехчасовой прогноз;03.03.2018 09:00;03.03.2018 12:00;;;без осадков;;-9;-7;;;;Днем местами небольшой снег 0-0,5 мм. Тем-ра -9…-7 град. Ветер юго-восточный 5-10 м/сек. Ночью снег, метель 2-3 мм, прирост снега 2-3 см. Тем-ра -11…-9 град. Ветер восточный 5-10 местами порывы 15 м/сек.;870722762
515017;24.03.2018 06:02;трехчасовой прогноз;24.03.2018 09:00;24.03.2018 12:00;;;без осадков;;-1;1;;;;Днем без существенных осадков 0-0,2 мм. Температура -1…+1 град. Ветер северо-западный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм. Условия для гололедицы. Температура -10…-8 град. Ветер  северо-западный, с переходом на юго-западный 3-8 м/сек.;870722764
515056;31.03.2018 06:02;трехчасовой прогноз;31.03.2018 09:00;31.03.2018 12:00;;;без осадков;;3;5;;;;Местами небольшие осадки 0-1 мм. Температура 3…5 град. Ветер южный 3-8 м/сек. Ночью временами осадки 0-0,5 мм. Условия для гололедицы. Температура -1…+1 град. Ветер юго-восточный 3-8 м/сек.;870722765
515139;09.04.2018 06:05;трехчасовой прогноз;09.04.2018 09:00;09.04.2018 12:00;;;без осадков;;16;18;;;;Днем без осадков. Температура 16…18 град. Ветер юго-западный 5-10 м/сек. Ночью без осадков. Температура 4…6 град. Ветер юго-западный 3-8 м/сек.;870722766
515216;16.04.2018 06:05;трехчасовой прогноз;16.04.2018 09:00;16.04.2018 12:00;;;без осадков;;16;18;;;;Днем местами небольшой кратковременный дождь 0-1 мм. Температура 16…18 град. Ветер слабый менее 5 м/сек. Ночью местами небольшой кратковременный дождь 0-1 мм. Температура 5…7 град. Ветер слабый менее 5 м/сек.;870722769
515236;17.04.2018 06:14;трехчасовой прогноз;17.04.2018 09:00;17.04.2018 12:00;;;без осадков;;17;19;;;;Днем кратковременный дождь 2-7 мм. Температура 15…17 град. Ветер южный 5-10 м/сек. Ночью кратковременный дождь, местами сильный, возможна гроза 5-10, местами 15 мм. Температура 10…12 град. Ветер южный 5-10 м/сек.;870722771
514436;13.01.2018 06:37;трехчасовой прогноз;13.01.2018 09:00;13.01.2018 12:00;;;без осадков;;-8;-6;;;;Днем облачно с прояснениями. Мест. слабый снег. Кол-во осадков 0-0,3 мм. Тем-ра -8…-6 град. Ветер слабый, менее 5 м/сек. Ночью облачно с прояснениями. Мест. слабый снег. Кол-во осадков 0-0,3 мм. Тем-ра -9…-7 град. Ветер слабый, менее 5 м/сек.;870722772
514536;18.01.2018 06:19;трехчасовой прогноз;18.01.2018 09:00;18.01.2018 12:00;;;без осадков;;-5;-3;;;;Днем облачно врем. снег, метель 2-4 см. Тем-ра -5…-3 град. Ветер ЮВ 5-10, мест. порывы 12-15 м/сек. Ночью облачно врем. снег, метель 0,5-1 см. Тем-ра -9…-7 град. Ветер ЮВ 5-10, мест. порывы 12-15 м/сек. ;870722774
514736;12.02.2018 05:57;трехчасовой прогноз;12.02.2018 09:00;12.02.2018 12:00;;;без осадков;;-7;-5;;;;Днем местами слабый снег 0-0,3 мм. Сосульки на крышах. Тем-ра -7…-5 град. Ветер ЮВ, 3-8 м/сек. Ночью без осадков. Тем-ра -15…-13 град. Ветер ЮВ, 2-7 м/сек;870722775
514737;13.02.2018 06:18;трехчасовой прогноз;13.02.2018 09:00;13.02.2018 12:00;;;без осадков;;-6;-4;;;;Днем без осадков. Тем-ра -6…-4 град. Ветер ЮВ, 2-7 м/сек. Ночью без существенных осадков 0-0,2 мм. Тем-ра -15…-13 град. Ветер ЮВ, 2-7 м/сек.;870722776
514796;16.02.2018 06:14;трехчасовой прогноз;16.02.2018 09:00;16.02.2018 12:00;;;без осадков;;-5;-3;;;;Днем временами небольшой снег 0,2-1 см. Тем-ра -5…-3 град. Ветер ЮВ 3-8 м/сек. Ночью временами небольшой снег 0-1 мм. Прирост снега 0-1 см. Тем-ра -7…-5 град. Ветер ЮВ 5-10 м/сек.;870722779
514879;09.03.2018 06:03;трехчасовой прогноз;09.03.2018 06:30;09.03.2018 09:30;;;без осадков;;-4;-2;;;;Днем местами слабый снег 0-0,3 мм. Температура -4…-2 град. Ветер восточный 3-8 м/сек. Ночью местами небольшой снег 0-1 см. Температура -8…-6 град. Ветер восточный 3-8 м/сек.;870722781
514881;11.03.2018 06:06;трехчасовой прогноз;11.03.2018 09:00;11.03.2018 12:00;;;без осадков;;-4;-2;;;;Днем местами небольшой снег 0-1 см. Сосульки на крышах зданий. Температура -4…-2 град. Ветер юго-восточный 3-8 м/сек. Ночью местами небольшой снег 0-1 см. Условия для гололедицы. Температура -10…-8 град. Ветер юго-восточный 3-8 м/сек.;870722783
514896;15.03.2018 06:06;трехчасовой прогноз;15.03.2018 09:00;15.03.2018 12:00;;;без осадков;;-2;0;;;;Днем временами снег с приростом 2-4 см. Гололедица, на дорогах снежный накат, налипание снега на проводах и деревьях. Температура  -2…0 град. Ветер юго-западный, с переходом на северный 5-10 м/сек. Ночью местами слабый снег    0-0,3 мм, гололедица. Температура -10…-8 град. Ветер северо-западный 3-8 м/сек.;870722784
514236;01.01.2018 06:29;трехчасовой прогноз;01.01.2018 09:00;01.01.2018 12:00;;;без осадков;;0;2;;;;Днем без существенных осадков 0-0,2 мм. Тем-ра 0…+2 град. Ветер Ю, 3-8 м/сек. Ночью местами небольшие осадки 0-1 мм. Условия для гололедицы. Тем-ра -1…+1 град. Ветер ЮЗ, 5-10 м/сек.  ;870722786
514578;22.01.2018 06:15;трехчасовой прогноз;22.01.2018 09:00;22.01.2018 12:00;;;без осадков;;-10;-8;;;;Днем облачно, местами слабый снег 0-0,3 мм. Тем-ра -10…-8 град. Ветер З 3-8 м/сек. Ночью облачно местами слабый снег 0-0,3 мм. Тем-ра -14…-12 град. Ветер ЮЗ 2-7 м/сек.;870722788
514579;23.01.2018 06:27;трехчасовой прогноз;23.01.2018 09:00;23.01.2018 12:00;;;без осадков;;-8;-6;;;;Местами слабый снег 0-0,3 мм. Тем-ра -8…-6 град. Ветер ЮВ 3-8 м/сек. Ночью местами слабый снег 0-0,3 мм. Тем-ра -14…-12 град. Ветер слабый, 2-5 м/сек.;870722789
514716;10.02.2018 06:27;трехчасовой прогноз;10.02.2018 09:00;10.02.2018 12:00;;;без осадков;;-5;-3;;;;Днем местами небольшой снег 0-1 см. Тем-ра -5…-3 град. Ветер ЮВ, 5-10 м/сек. Ночью временами небольшой снег 0,5-1 см. Тем-ра -7…-5 град. Ветер ЮВ, 3-8 м/сек.;870722790
514819;19.02.2018 05:54;трехчасовой прогноз;19.02.2018 09:00;19.02.2018 12:00;;;без осадков;;-3;-1;;;;Днем временами небольшой снег 0,5-1 мм. Прирост снега 1 см. Сосульки на крышах зданий. Тем-ра -3…-1 град. Ветер З 3-8 м/сек. Ночью местами небольшой снег 0-1 мм. Прирост снега 0-1 см. Тем-ра -10…-8 град. Ветер СЗ 3-8 м/сек.;870722793
514820;20.02.2018 06:21;трехчасовой прогноз;20.02.2018 09:00;20.02.2018 12:00;;;без осадков;;-7;-5;;;;Днем местами небольшой снег 0-1 мм. Прирост снега 1 см. На дорогах гололедица. Тем-ра -7…-5 град. Ветер СЗ 3-8 м/сек. Ночью местами слабый снег 0-0,2 мм. Тем-ра -16…-14 град. Ветер СЗ 3-8 м/сек.;870722807
514856;22.02.2018 06:08;трехчасовой прогноз;22.02.2018 09:00;22.02.2018 12:00;;;без осадков;;-11;-9;;;;Днем местами слабый снег 0-0,2 мм. Тем-ра -11…-9 град. Ветер СЗ 3-8 м/сек. Ночью местами слабый снег 0-0,2 мм. Тем-ра -22…-20 град. Ветер слабый.;870722820
514883;13.03.2018 06:04;трехчасовой прогноз;13.03.2018 06:30;13.03.2018 09:30;;;без осадков;;-1;1;;;;Днем местами слабые осадки 0-0,3 мм. Сосульки на крышах зданий. Температура -1…+1 град. Ветер южный 5-10 м/сек. Ночью местами слабый снег 0-0,3 мм. На дорогах сильная гололедица. Температура -7…-5 град. Ветер южный 5-10 м/сек.;870722823
514977;21.03.2018 06:05;трехчасовой прогноз;21.03.2018 06:30;21.03.2018 09:30;;;без осадков;;0;2;;;;Днем небольшой мокрый снег с приростом 0-1 см. Сосульки на крышах зданий. Условия для гололедицы. Температура 0…+2 град. Ветер северный 2-7 м/сек. Ночью местами небольшой снег 0-0,5 мм. Условия для гололедицы. Температура -7…-5 град. Ветер слабый менее 5 м/сек.;870722825
515018;25.03.2018 06:15;трехчасовой прогноз;25.03.2018 06:30;25.03.2018 09:30;;;без осадков;;1;3;;;;"Днем без существенных осадков 0-0,2 мм. Температура +1…+3 град. Ветер юго-западный 3-8 м/сек. Ночью без существенных осадков 
0-0,2 мм. Условия для гололедицы. Температура -3…-1 град. Ветер юго-западный 5-10 м/сек.
";870722827
515021;28.03.2018 06:00;трехчасовой прогноз;28.03.2018 09:00;28.03.2018 12:00;;;без осадков;;-1;1;;;;Местами небольшой снег 0-0,5 мм. Температура -1…+1 град. Ветер северный 2-7 м/сек. Ночью без существенных осадков. Условия для гололедицы. Температура -10…-8 град. Ветер слабый.;870722829
514496;16.01.2018 06:24;трехчасовой прогноз;16.01.2018 09:00;16.01.2018 12:00;;;без осадков;;-7;-5;;;;Днем мест. слабый снег 0-0,3 мм. Тем-ра -7…-5 град. Ветер ЮВ 2-7 м/сек. Ночью мест. небол. снег 0,5-1 мм, прирост снега 0-1 см. Тем-ра -9…-7  град. Ветер ЮВ 3-8 м/сек. ;870722831
514596;27.01.2018 06:11;трехчасовой прогноз;27.01.2018 09:00;27.01.2018 12:00;;;без осадков;;-7;-5;;;;Днем местами небольшой снег 0-1 см. Тем-ра -7…-5 град. Ветер ЮЗ 5-10 м/сек. Ночью временами снег 1-2 см. Тем-ра -8…-6 град. Ветер Ю 5-10 м/сек.;870722832
514677;03.02.2018 06:09;трехчасовой прогноз;03.02.2018 09:00;03.02.2018 12:00;;;без осадков;;-1;1;;;;Днем снег, мокрый снег, местами сильный 4-10, местами до 15 мм, прирост снега 4-10, местами до 15 см. Снежный накат, налипание снега на проводах и деревьях, образование сосулек на крышах зданий. Тем-ра -1…+1 град. Ветер Ю, 5-10 м/сек. Ночью временами снег 2-4 см. Гололедица. Тем-ра -5…-3 град. Ветер СЗ, 5-10 м/сек.;870722834
514680;06.02.2018 06:13;трехчасовой прогноз;06.02.2018 09:00;06.02.2018 12:00;;;без осадков;;-13;-11;;;;Днем местами небольшой снег 0-1 мм Прирост снега 0-1 см. Тем-ра -13…-11 град. Ветер ЮЗ, 3-8 м/сек. Ночью местами небольшой снег 0-1 мм. Прирост снега 0-1 см. Тем-ра -17…-15 град. Ветер Ю, 3-8 м/сек.;870722835
514696;09.02.2018 06:15;трехчасовой прогноз;09.02.2018 09:00;09.02.2018 12:00;;;без осадков;;-5;-3;;;;Днем местами слабый снег 0-0,3 мм. Сосульки на крышах зданий. Тем-ра -5…-3 град. Ветер ЮВ, 3-8 м/сек. Ночью местами слабый снег 0-0,3 мм. Тем-ра -8…-6 град. Ветер ЮВ, 3-8 м/сек.;870722836
514756;14.02.2018 06:04;трехчасовой прогноз;14.02.2018 09:00;14.02.2018 12:00;;;без осадков;;-6;-4;;;;Днем местами слабый снег 0-0,3 мм. Тем-ра -6…-4 град. Ветер ЮВ 2-7 м/сек. Ночью местами слабый снег 0-0,3 мм. Тем-ра -13…-11 град. Ветер ЮВ 2-7 м/сек.;870722838
514877;07.03.2018 06:04;трехчасовой прогноз;07.03.2018 09:00;07.03.2018 12:00;;;без осадков;;-7;-5;;;;Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см. Температура -7…-5 град. Ветер юго-восточный 3-8 м/сек. Ночью местами небольшой снег 0-1 мм, прирост снега 0-1 см. Температура -12…-10 град. Ветер восточный 3-8 м/сек.;870722839
514878;08.03.2018 06:24;трехчасовой прогноз;08.03.2018 09:00;08.03.2018 12:00;;;без осадков;;-5;-3;;;;Днем местами слабый снег 0-0,3 мм. Температура -5…-3 град. Ветер восточный 3-8 м/сек. Ночью местами небольшой снег 0-0,5 мм. Температура -10…-8 град. Ветер восточный 3-8 м/сек.;870722841
514916;16.03.2018 06:17;трехчасовой прогноз;16.03.2018 09:00;16.03.2018 12:00;;;без осадков;;-7;-5;;;;Днем местами слабый снег 0-0,3 мм, гололедица. Температура  -7…-5 град. Ветер северо-западный 3-8 м/сек. Ночью местами слабый снег 0-0,3 мм, гололедица. Температура -16…-14, местами до -20 град. Ветер северо-западный 3-8 м/сек.;870722842
514276;03.01.2018 06:47;трехчасовой прогноз;03.01.2018 09:00;03.01.2018 12:00;;;без осадков;;1;3;;;;Днем мест. небол. осадки 0-0,5 мм. Тем-ра 1…3 град. Ветер Ю, 5-10 м/сек. Ночью врем. небол. осадки 0-1 мм. Тем-ра 0…+2 град. Ветер ЮЗ, 5-10 м/сек. ;870722843
514476;15.01.2018 06:15;трехчасовой прогноз;15.01.2018 09:00;15.01.2018 12:00;;;без осадков;;-4;-2;;;;Днем мест. небол. снег 0-1 см. Тем-ра -4…-2 град. Ветер слабый. Ночью мест. небол. снег 0-0,3 см. Тем-ра -9…-7  град. Ветер ЮВ 2-7 м/сек.;870722845
514577;21.01.2018 06:14;трехчасовой прогноз;21.01.2018 09:00;21.01.2018 12:00;;;без осадков;;-4;-2;;;;Днем облачно небольшой снег 0-1 см. Тем-ра -4…-2 град. Ветер ЮВ 3-8 м/сек. Ночью облачно небольшой снег 0-1 см. Тем-ра -10…-8 град. Ветер З, 3-8 м/сек.;870722846
514598;29.01.2018 06:15;трехчасовой прогноз;29.01.2018 09:00;29.01.2018 12:00;;;без осадков;;-5;-3;;;;Днем снег 1-2 мм. Прирост снега 1-2 см. Тем-ра -5…-3 град. Ветер ЮВ 5-10 м/сек. Ночью снег 1-2 мм. Прирост снега 1-2 см. Тем-ра -4…-2 град. Ветер ЮВ 5-10 м/сек.;870722848
514679;05.02.2018 06:06;трехчасовой прогноз;05.02.2018 09:00;05.02.2018 12:00;;;без осадков;;-12;-10;;;;Днем временами снег 1-2см. Гололедица. Тем-ра -12…-10 град. Ветер СЗ 5-10 м/сек. Ночью местами небольшой снег 0-0,3 см. Тем-ра   -17…-15 град. Ветер ЮЗ 3-8 м/сек.;870722850
514681;07.02.2018 06:25;трехчасовой прогноз;07.02.2018 09:00;07.02.2018 12:00;;;без осадков;;-10;-8;;;;Днем местами небольшой снег 0-1 мм. Прирост снега 0-1 см. Тем-ра -10…-8 град. Ветер Ю, 3-8 м/сек. Ночью местами небольшой снег 0-1 мм. Прирост снега 0-1 см. Тем-ра -15…-13 град. Ветер Ю, 3-8 м/сек.;870722851
514836;21.02.2018 06:03;трехчасовой прогноз;21.02.2018 06:30;21.02.2018 09:30;;;без осадков;;-10;-8;;;;Днем местами слабый снег 0-0,2 мм. Тем-ра -10…-8 град. Ветер СЗ 3-8 м/сек. Ночью местами слабый снег 0-0,2 мм. Тем-ра -20…-18 град. Ветер СЗ 3-8 м/сек.;870722853
514858;24.02.2018 06:24;трехчасовой прогноз;24.02.2018 09:00;24.02.2018 12:00;;;без осадков;;-11;-9;;;;Днем местами слабый снег 0-0,2 мм. Тем-ра -11…-9 град. Ветер слабый, менее 5 м/сек. Ночью местами слабый снег 0-0,2 мм. Тем-ра -22…-20 град, в центре до -15 град. Ветер слабый, менее 5 м/сек.;870722854
514860;26.02.2018 06:00;трехчасовой прогноз;26.02.2018 09:00;26.02.2018 12:00;;;без осадков;;-15;-13;;;;Днем местами слабый снег 0-0,2 мм. Тем-ра -15…-13 град. Ветер северный 2-7 м/сек. Ночью местами слабый снег 0-0,2 мм. Тем-ра -23…-21 град. Ветер северный 2-7 м/сек.;870722855
514863;01.03.2018 06:03;трехчасовой прогноз;01.03.2018 06:30;01.03.2018 09:30;;;без осадков;;-10;-8;;;;Днем местами слабый снег 0-0,2 мм. Тем-ра -10…-8 град. Ветер восточный 5-10 м/сек. Ночью местами слабый снег 0-0,2 мм. Тем-ра -19…-17 град. Ветер восточный 5-10 м/сек.;870722857
514882;12.03.2018 06:12;трехчасовой прогноз;12.03.2018 09:00;12.03.2018 12:00;;;без осадков;;-4;-2;;;;Днем местами небольшой снег 0-1 см. Сосульки на крышах зданий. Температура -4…-2 град. Ветер юго-восточный 3-8 м/сек. Ночью  временами снег 1-2 см. Условия для гололедицы. Температура -6…-4 град. Ветер южный 3-8 м/сек.;870722858
514376;10.01.2018 06:24;трехчасовой прогноз;10.01.2018 09:00;10.01.2018 12:00;;;без осадков;;-3;-1;;;;Днем облачно с прояснениями. Местами слабый снег 0-0,3 мм. Тем-ра -3…-1 град. Ветер СЗ, 5-10 м/сек. Ночью облачно, временами снег, 1-3 мм, прирост 1-3 см. Тем-ра -4…-2 град. Ветер СЗ, 5-10 м/сек. ;870722859
514580;24.01.2018 06:30;трехчасовой прогноз;24.01.2018 09:00;24.01.2018 12:00;;;без осадков;;-10;-8;;;;Днем местами слабый снег 0-0,3 мм. Тем-ра -10…-8 град. Ветер переменный 2-5 м/сек. Ночью местами слабый снег 0-0,3 мм. Тем-ра -12…-10 град. Ветер ЮЗ, 5-10 м/сек.;870722861
514581;25.01.2018 06:07;трехчасовой прогноз;25.01.2018 09:00;25.01.2018 12:00;;;без осадков;;-6;-4;;;;Местами слабый снег 0-0,3 мм. Тем-ра -6…-4 град. Ветер Ю 5-10 м/сек. Ночью временами небольшой снег 0,2-1 мм, прирост 0-1 см. Тем-ра -6…-4 град. Ветер Ю 5-10 м/сек.;870722862
514582;26.01.2018 06:16;трехчасовой прогноз;26.01.2018 09:00;26.01.2018 12:00;;;без осадков;;-4;-2;;;;В первой половине дня местами слабый снег. Тем-ра -4...-2 град. Ветер ЮЗ, 6-11 м/сек. Ночью местами слабый снег. Тем-ра -10...-8 град. Ветер ЮЗ, 5-10 м/сек.;870722863
514597;28.01.2018 06:08;трехчасовой прогноз;28.01.2018 09:00;28.01.2018 12:00;;;без осадков;;-4;-2;;;;Днем временами небольшой снег 0,3-1 мм. Прирост снега 0-1 см. Тем-ра -4…-2 град. Ветер Ю     5-10 м/сек. Ночью снег 2-4 мм. Прирост снега 2-4 см. Тем-ра -6…-4 град. Ветер ЮВ 5-10 м/сек.;870722865
514717;11.02.2018 06:02;трехчасовой прогноз;11.02.2018 09:00;11.02.2018 12:00;;;без осадков;;-5;-3;;;;Днем временами снег 1-2 см. Сосульки на крышах. Тем-ра -5…-3 град. Ветер ЮВ, 3-8 м/сек. Ночью временами снег 1-2 см. Тем-ра -10…-8 град. Ветер ЮВ, 3-8 м/сек.;870722866
514864;02.03.2018 06:02;трехчасовой прогноз;02.03.2018 09:00;02.03.2018 12:00;;;без осадков;;-9;-7;;;;Днем местами слабый снег 0-1 см. Тем-ра -7…-5 град. Ветер юго-восточный 5-10 м/сек. Ночью местами небольшой снег 0-1 см. Тем-ра -15…-13 град. Ветер восточный 5-10 м/сек.;870722867
514818;18.02.2018 06:27;трехчасовой прогноз;18.02.2018 09:00;18.02.2018 12:00;;;без осадков;;-3;-1;;;;Днем снег 1-2 см. Тем-ра -3…-1 град. Ветер ЮВ 5-10 м/сек. Ночью временами снег 1-2 см. Сосульки на крышах зданий. Тем-ра -8…-6 град. Ветер слабый.;870722869
514862;28.02.2018 06:48;трехчасовой прогноз;28.02.2018 09:00;28.02.2018 12:00;;;без осадков;;-13;-11;;;;Днем местами слабый снег 0-0,2 мм. Тем-ра -13…-11 град. Ветер северо-восточный 3-8 м/сек. Ночью местами слабый снег 0-0,2 мм. Тем-ра -19…-17 град. Ветер восточный 5-10 м/сек.;870722870
