Code;ForecastDate;ForecastType;ForecastStart;ForecastEnd;PrecipitationProbability;WeatherConditions;PrecipitationType;ExpectedPrecipitationAmount;MinimumTemperature;MaximumTemperature;WindDirection;WindSpeed;PrecipitationAmountDay;Notes;global_id
516819;07.09.2018 05:52;трехчасовой прогноз;07.09.2018 09:00;07.09.2018 12:00;;;без осадков;;24;26;;;;Днем без осадков. Температура 24…26 градусов. Ветер слабый менее 5 м/сек. Ночью без осадков. Температура 12…14 градусов. Ветер слабый менее 5 м/сек.;886422603
516820;08.09.2018 05:54;трехчасовой прогноз;08.09.2018 09:00;08.09.2018 12:00;;;без осадков;;24;26;;;;Днем без осадков. Температура 24…26 градусов. Ветер слабый менее 5 м/сек. Ночью без осадков. Температура 12…14 градусов. Ветер слабый менее 5 м/сек. ;886455114
516821;09.09.2018 05:25;трехчасовой прогноз;09.09.2018 09:00;09.09.2018 12:00;;;без осадков;;24;26;;;;Днем вероятность дождя небольшая 0-0,2 мм. Температура 24…26 градусов. Ветер слабый менее 5 м/сек. Ночью без осадков. Температура 12…14 градусов. Ветер слабый менее 5 м/сек. ;886603477
516829;10.09.2018 05:59;трехчасовой прогноз;10.09.2018 09:00;10.09.2018 12:00;;;без осадков;;21;23;;;;Днем без осадков. Температура 21…23 градусов. Ветер северо-восточный 3-8 м/сек. Ночью без осадков. Температура 11…13 градусов. Ветер слабый менее 5 м/сек.;886623045
516841;11.09.2018 06:06;трехчасовой прогноз;11.09.2018 09:00;11.09.2018 12:00;;;дождь;;20;22;;;;Днем местами небольшой кратковременный дождь 0-2 мм. Температура 20…22 градусов. Ветер юго-восточный 3-8 м/сек. Ночью местами небольшой кратковременный дождь 0-2 мм. Температура 11…13 градусов. Ветер юго-западный 5-10 м/сек. ;886705126
516853;12.09.2018 05:17;трехчасовой прогноз;12.09.2018 09:00;12.09.2018 12:00;;;дождь;;18;20;;;;Днем местами небольшой кратковременный дождь 0-2 мм. Температура 18…20 градусов. Ветер юго-западный 5-10 м/сек, местами порывы 12-17 м/сек. Ночью временами  дождь 2-4 мм. Температура 12…14 градусов. Ветер западный 5-10 м/сек, местами порывы 15 м/сек. ;886777831
516866;13.09.2018 05:48;трехчасовой прогноз;13.09.2018 09:00;13.09.2018 12:00;;;без осадков;;18;20;;;;Днем местами кратковременный дождь 0-3 мм. Температура 18…20 градусов. Ветер западный 5-10 м/сек, местами порывы 15 м/сек. Ночью без осадков. Температура 9…11 градусов. Ветер западный 5-10 м/сек.;886799497
516879;14.09.2018 05:56;трехчасовой прогноз;14.09.2018 09:00;14.09.2018 12:00;;;без осадков;;18;20;;;;Днем без осадков. Температура 18…20 градусов. Ветер западный 3-8 м/сек. Ночью без осадков. Температура 9…11 градусов. Ветер переменный 2-7 м/сек. ;886957040
516886;15.09.2018 05:22;трехчасовой прогноз;15.09.2018 09:00;15.09.2018 12:00;;;без осадков;;20;22;;;;Днем без осадков. Температура 20…22 градусов. Ветер юго-восточный 5-10 м/сек. Ночью местами дождь 0-10 мм. Температура 10…12 градусов. Ветер переменный 2-7 м/сек. ;888883663
516891;16.09.2018 06:00;трехчасовой прогноз;16.09.2018 09:00;16.09.2018 12:00;;;дождь;;15;17;;;;Днем дождь, местами сильный 5-14 мм, местами до 20 мм. Температура 15…17 градусов. Ветер западный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм. Температура 8…10 градусов. Ветер северо-западный 5-10 м/сек.;888979372
516902;17.09.2018 05:56;трехчасовой прогноз;17.09.2018 09:00;17.09.2018 12:00;;;без осадков;;16;18;;;;Днем без осадков. Температура 16…18 градусов. Ветер северо-западный 5-10 м/сек. Ночью местами небольшой дождь 0-2 мм. Температура 9…11 градусов. Ветер западный 5-10 м/сек.;888998394
516915;18.09.2018 05:24;трехчасовой прогноз;18.09.2018 09:00;18.09.2018 12:00;;;дождь;;15;17;;;;Днем местами небольшой дождь 0-1 мм. Температура 15…17 градусов. Ветер северо-западный 5-10 м/сек, местами порывы 12-15 м/сек. Ночью без осадков. Температура 8…10 градусов. Ветер западный 5-10 м/сек. ;889049979
516928;19.09.2018 05:55;трехчасовой прогноз;19.09.2018 09:00;19.09.2018 12:00;;;без осадков;;22;24;;;;Днем местами небольшой дождь 0-1 мм. Температура 20…22 градусов. Ветер западный 5-10 м/сек. Ночью без осадков. Температура 11…13 градусов. Ветер западный 3-8 м/сек. ;889150803
516941;20.09.2018 05:52;трехчасовой прогноз;20.09.2018 09:00;20.09.2018 12:00;;;без осадков;;21;23;;;;Днем без осадков. Температура 21…23 градусов. Ветер западный 5-10 м/сек. Ночью без осадков. Температура 10…12 градусов. Ветер западный 2-7 м/сек. ;889168485
516953;21.09.2018 05:17;трехчасовой прогноз;21.09.2018 09:00;21.09.2018 12:00;;;без осадков;;21;23;;;;Днем без осадков. Температура 21…23 градусов. Ветер западный 2-7 м/сек. Ночью без осадков. Температура 10…12 градусов. Ветер южный 2-7 м/сек. ;889186214
516966;22.09.2018 05:46;трехчасовой прогноз;22.09.2018 09:00;22.09.2018 12:00;;;без осадков;;23;25;;;;Днем без осадков. Температура 23…25 градусов. Ветер южный 6-11 м/сек. Ночью местами кратковременный дождь 0-3 мм. Температура 10…12 градусов. Ветер южный 2-7 м/сек.;889222840
516980;23.09.2018 06:18;трехчасовой прогноз;23.09.2018 09:00;23.09.2018 12:00;;;дождь;;14;16;;;;Днем кратковременный дождь, местами сильный, в первой половине дня возможна гроза 5-10 мм, местами до 15 мм. Температура 14…16 градусов. Ветер западный 6-11 м/сек, при грозе порывы 15 м/сек. Ночью местами небольшой дождь 0-2 мм. Температура 8…10 градусов. Ветер западный 3-8 м/сек. ;889243095
516991;24.09.2018 05:43;трехчасовой прогноз;24.09.2018 09:00;24.09.2018 12:00;;;дождь;;12;14;;;;Днем временами дождь 3-14 мм. Температура 12…14 градусов. Ветер южный 6-11 м/сек, во второй половине дня местами порывы до 17 м/сек. Ночью дождь, местами сильный 5-15 мм. Температура 8…10 градусов. Ветер юго-восточный 5-10 м/сек, местами порывы 15-20 м/сек. ;889260936
517003;25.09.2018 05:54;трехчасовой прогноз;25.09.2018 09:00;25.09.2018 12:00;;;дождь;;10;12;;;;Днем дождь 3-8 мм. Температура 10…12 градусов. Ветер западный 5-10 м/сек, местами порывы 15-20 м/сек. Ночью местами небольшой кратковременный дождь 0-2 мм. Температура 4…6 градусов. Ветер северо-западный 5-10 м/сек, местами порывы 12-17 м/сек. ;889287404
517016;26.09.2018 05:38;трехчасовой прогноз;26.09.2018 09:00;26.09.2018 12:00;;;без осадков;;9;11;;;;Днем без осадков. Температура 9…11 градусов. Ветер северо-западный 6-11 м/сек. Ночью временами дождь 8-14 мм. Температура 5…7 градусов. Ветер западный 5-10 м/сек, местами порывы 17-22 м/сек. ;889382264
517028;27.09.2018 05:36;трехчасовой прогноз;27.09.2018 09:00;27.09.2018 12:00;;;дождь;;9;11;;;;В первой половине дня дождь 1-3 мм. Температура 9…11 градусов. Ветер западный 5-10 м/сек, местами порывы 15-20 м/сек. Ночью местами небольшой дождь 0-2 мм. Температура 5…7 градусов. Ветер западный 6-11 м/сек. ;889403332
517041;28.09.2018 06:00;трехчасовой прогноз;28.09.2018 09:00;28.09.2018 12:00;;;дождь;;11;13;;;;Временами дождь 3-8 мм. Температура 11…13 градусов. Ветер западный 6-11 м/сек, местами порывы 18-23 м/сек. Ночью местами небольшой дождь 0-2 мм. Температура 2…4 градуса. Ветер северо-западный 6-11 м/сек. ;889424165
517052;29.09.2018 05:50;трехчасовой прогноз;29.09.2018 09:00;29.09.2018 12:00;;;без осадков;;9;11;;;;Днем без существенных осадков 0-0,2 мм. Температура 9…11 градусов. Ветер северо-западный 6-11 м/сек. Ночью без осадков. Температура 0…+2 градуса, местами до -10 градуса. Ветер юго-западный 5-10 м/сек.;889607765
517065;30.09.2018 05:51;трехчасовой прогноз;30.09.2018 09:00;30.09.2018 12:00;;;без осадков;;9;11;;;;Днем без осадков. Температура 9…11 градусов. Ветер юго-западный 5-10 м/сек. Ночью без осадков. Температура 3…5 градусов. Ветер юго-западный 5-10 м/сек.;889607766
517073;01.10.2018 05:44;трехчасовой прогноз;01.10.2018 09:00;01.10.2018 12:00;;;без осадков;;10;12;;;;Днем без осадков. Температура 10…12 градусов. Ветер юго-западный 5-10 м/сек. Ночью без осадков. Температура 3…5 градусов. Ветер юго-западный 3-8 м/сек. ;889607767
517086;02.10.2018 05:35;трехчасовой прогноз;02.10.2018 09:00;02.10.2018 12:00;;;дождь;;11;13;;;;Днем местами небольшой дождь 0-2 мм. Температура 11…13 градусов. Ветер южный 3-8 м/сек. Ночью местами небольшой дождь 0-2 мм. Температура 4…6 градусов. Ветер юго-западный 5-10 м/сек. ;889708605
517098;03.10.2018 05:43;трехчасовой прогноз;03.10.2018 09:00;03.10.2018 12:00;;;дождь;;11;13;;;;Днем временами  дождь 5-10 мм. Температура 11…13 градусов. Ветер юго-западный 5-10 м/сек. Ночью местами дождь 0-3 мм. Температура 5…7 градусов. Ветер юго-западный 3-8 м/сек. ;889836278
517106;04.10.2018 05:53;трехчасовой прогноз;04.10.2018 09:00;04.10.2018 12:00;;;дождь;;8;10;;;;Днем временами дождь 1-5 мм. Температура 8…10 градусов. Ветер западный 6-11 м/сек. Ночью местами небольшой дождь 0-1 мм. Температура 2…4 градуса, на эстакадах и мостах до 0 градусов. Ветер северо-западный 5-10  м/сек, местами порывы 15 м/сек.;889884315
517114;05.10.2018 05:18;трехчасовой прогноз;05.10.2018 09:00;05.10.2018 12:00;;;дождь;;7;9;;;;Днем без осадков. Температура 7…9 градусов. Ветер западный 5-10 м/сек, местами порывы 15 м/сек. Ночью местами небольшой дождь 0-2 мм. Температура 4…6 градусов. Ветер западный 5-10 м/сек. ;889938931
517127;06.10.2018 05:59;трехчасовой прогноз;06.10.2018 09:00;06.10.2018 12:00;;;без осадков;;11;13;;;;Днем местами небольшой дождь 0-1 мм. Температура 11…13 градусов. Ветер западный 5-10 м/сек, местами порывы 15 м/сек. Ночью без осадков. Температура 6…8 градусов. Ветер западный 5-10 м/сек. ;890001091
517138;07.10.2018 06:05;трехчасовой прогноз;07.10.2018 09:00;07.10.2018 12:00;;;без осадков;;14;16;;;;Днем без существенных осадков 0-0,2 мм. Температура 14…16 градусов. Ветер юго-западный 5-10 м/сек. Ночью временами дождь 1-3 мм. Температура 8…10 градусов. Ветер юго-западный 5-10 м/сек, местами порывы 15 м/сек.;890025380
517150;08.10.2018 05:47;трехчасовой прогноз;08.10.2018 09:00;08.10.2018 12:00;;;без осадков;;8;10;;;;"Без осадков. Температура 8…10 градусов. Ветер северо-западный 5-10 м/сек, местами порывы 15 м/сек. Ночью без осадков. Температура 1…3 градуса. Ветер слабый. 
В случае поломки деревьев, рекламных щитов, обрывов линий электропередач и др. своевременно устранять аварийные ситуации.
";890035103
517156;09.10.2018 05:23;трехчасовой прогноз;09.10.2018 09:00;09.10.2018 12:00;;;без осадков;;10;12;;;;Днем без осадков. Температура 10…12 градусов. Ветер юго-западный 3-8 м/сек. Ночью без осадков. Температура 4…6 градуса. Ветер юго-западный 3-8 м/сек. ;890671965
517168;10.10.2018 05:51;трехчасовой прогноз;10.10.2018 09:00;10.10.2018 12:00;;;без осадков;;13;15;;;;Днем без осадков. Температура 13…15 градусов. Ветер юго-западный 6-11 м/сек. Ночью без осадков. Температура 7…9 градусов. Ветер северо-западный 3-8 м/сек. ;890800222
517181;11.10.2018 05:47;трехчасовой прогноз;11.10.2018 09:00;11.10.2018 12:00;;;без осадков;;13;15;;;;Днем без осадков. Температура 13…15 градусов. Ветер северо-западный 3-8 м/сек. Ночью без осадков, местами туман, видимость 500-1000 м. Температура 2…4 градуса. Ветер северо-западный 3-8 м/сек.;891442006
517187;12.10.2018 05:48;трехчасовой прогноз;12.10.2018 09:00;12.10.2018 12:00;;;без осадков;;12;14;;;;Днем без осадков. Температура 12…14 градусов. Ветер западный 3-8 м/сек. Ночью без осадков. Температура 5…7 градуса. Ветер слабый менее 5 м/сек. ;893727300
517194;13.10.2018 05:18;трехчасовой прогноз;13.10.2018 09:00;13.10.2018 12:00;;;без осадков;;13;15;;;;Днем без осадков. Температура 13…15 градусов. Ветер западный 3-8 м/сек. Ночью без существенных осадков 0-1 мм. Температура 7…9 градусов. Ветер западный 3-8 м/сек. ;893785433
517216;14.10.2018 06:03;трехчасовой прогноз;14.10.2018 09:00;14.10.2018 12:00;;;без осадков;;13;15;;;;Днем без существенных осадков 0-0,1 мм. Температура 13…15 градусов. Ветер западный 3-8 м/сек. Ночью без осадков. Температура 7…9 градусов. Ветер северо-западный 3-8 м/сек. ;893808088
517228;15.10.2018 05:47;трехчасовой прогноз;15.10.2018 09:00;15.10.2018 12:00;;;без осадков;;15;17;;;;Днем без осадков. Температура 15…17 градусов. Ветер западный 3-8 м/сек. Ночью без осадков. Температура 6…8 градусов. Ветер западный 3-8 м/сек.;894071872
517240;16.10.2018 05:40;трехчасовой прогноз;16.10.2018 09:00;16.10.2018 12:00;;;без осадков;;15;17;;;;Днем без осадков. Температура 15…17 градусов. Ветер западный 3-8 м/сек. Ночью без осадков. Температура 6…8 градусов. Ветер слабый менее 5 м/сек. ;894103749
517254;17.10.2018 05:19;трехчасовой прогноз;17.10.2018 09:00;17.10.2018 12:00;;;без осадков;;15;17;;;;Днем без осадков. Температура 15…17 градусов. Ветер слабый, менее 5 м/сек. Ночью без осадков. Температура 6…8 градусов. Ветер слабый, менее 5 м/сек.;894245981
517393;18.10.2018 06:01;трехчасовой прогноз;18.10.2018 09:00;18.10.2018 12:00;;;без осадков;;15;17;;;;Днем без осадков. Температура 15…17 градусов. Ветер слабый, менее 5 м/сек. Ночью без осадков. Температура 6…8 градусов. Ветер слабый, менее 5 м/сек. ;894267880
517577;19.10.2018 06:00;трехчасовой прогноз;19.10.2018 09:00;19.10.2018 12:00;;;без осадков;;13;15;;;;Днем местами небольшой дождь 0-0,5 мм. Температура 13…15 градусов. Ветер юго-западный 5-10 м/сек. Ночью без осадков. Температура 5…7 градусов. Ветер северо-западный 2-7 м/сек.;894462290
517781;20.10.2018 05:33;трехчасовой прогноз;20.10.2018 09:00;20.10.2018 12:00;;;без осадков;;9;11;;;;Днем без осадков. Температура 9…11 градусов. Ветер северо-западный 2-7 м/сек. Ночью без осадков. Температура 3…5 градуса. Ветер слабый менее 5 м/сек. ;894503912
517845;21.10.2018 05:26;трехчасовой прогноз;21.10.2018 09:00;21.10.2018 12:00;;;без осадков;;7;9;;;;Днем без существенных осадков 0-0,2 мм. Температура 7…9 градусов. Ветер слабый, менее 5 м/сек. Ночью без осадков. Температура 3…5 градусов. Ветер переменный 2-7 м/сек. ;894589910
517884;22.10.2018 06:01;трехчасовой прогноз;22.10.2018 09:00;22.10.2018 12:00;;;без осадков;;7;9;;;;Днем без осадков. Температура 7…9 градусов. Ветер юго-западный 5-10 м/сек. Ночью местами небольшой дождь 0-1 мм. Температура 2…4 градусов. Ветер юго-западный 5-10 м/сек. ;894658987
518082;23.10.2018 05:57;трехчасовой прогноз;23.10.2018 09:00;23.10.2018 12:00;;;без осадков;;7;9;;;;Днем местами небольшой дождь 0-2 мм. Температура 7…9 градусов. Ветер западный 5-10 м/сек. Ночью местами небольшие осадки 0-1 мм. Температура 1…3 градусов. Ветер юго-западный 2-7 м/сек.;894877390
518300;24.10.2018 05:38;трехчасовой прогноз;24.10.2018 09:00;24.10.2018 12:00;;;дождь;;6;8;;;;Днем временами дождь 2-7 мм. Температура 6…8 градусов. Ветер южный 5-10 м/сек. Ночью временами осадки преимущественно в виде дождя 1-3 мм. Температура 3…5 градусов. Ветер юго-западный 5-10 м/сек. ;894927293
518373;25.10.2018 05:44;трехчасовой прогноз;25.10.2018 09:00;25.10.2018 12:00;;;дождь;;5;7;;;;Днем временами дождь 2-7 мм. Температура 5…7 градусов. Ветер северо-западный 6-11 м/сек. Ночью местами небольшие осадки 0-2 мм. Температура 1…3 градуса, на эстакадах и мостах до -1 градуса. Ветер западный 5-10 м/сек. ;895166423
518581;26.10.2018 06:01;трехчасовой прогноз;26.10.2018 09:00;26.10.2018 12:00;;;без осадков;;4;6;;;;Днем местами небольшие осадки 0-1 мм. Температура 4…6 градусов. Ветер западный 5-10 м/сек. Ночью без осадков. Температура 1…3 градуса, на эстакадах и мостах до -1 градуса. Ветер западный 5-10 м/сек. ;895237817
518780;27.10.2018 06:06;трехчасовой прогноз;27.10.2018 09:00;27.10.2018 12:00;;;дождь;;5;7;;;;Днем временами дождь 2-5 мм. Температура 5…7 градусов. Ветер юго-западный 5-10 м/сек, местами порывы 12-17 м/сек. Ночью временами дождь 5-10 мм. Температура 2…4 градуса. Ветер западный 5-10 м/сек, местами порывы 15 м/сек. ;895272530
518966;28.10.2018 05:58;трехчасовой прогноз;28.10.2018 09:00;28.10.2018 12:00;;;без осадков;;5;7;;;;Днем местами небольшой дождь 0-1 мм. Температура 5…7 градусов. Ветер западный 5-10 м/сек, местами порывы 15 м/сек. Ночью без осадков. Температура --2…0 градусов. Ветер северо-восточный 2-7 м/сек.;895299968
519175;29.10.2018 05:41;трехчасовой прогноз;29.10.2018 09:00;29.10.2018 12:00;;;снег;;1;3;;;;Днем без существенных осадков 0-0,2 мм, в ТиНАО местами небольшой снег 0-1 мм, прирост до 1 см. Температура 1…3 градуса. Ветер восточный 7-12 м/сек. Ночью местами небольшой снег 0-2 мм, прирост 0-2 см. Температура -3…-1 градус. Ветер восточный 7-12 м/сек. ;895531579
519413;30.10.2018 06:06;трехчасовой прогноз;30.10.2018 09:00;30.10.2018 12:00;;;без осадков;;0;2;;;;"Днем без существенных осадков 0-0,2 мм. Температура 0…+2 градуса. Ветер восточный 7-12 м/сек. Ночью без существенных осадков 0-0,2 мм. Температура -5…-3 градуса. Ветер юго-восточный 7-12 м/сек. 
";895630599
519589;31.10.2018 05:50;трехчасовой прогноз;31.10.2018 09:00;31.10.2018 12:00;;;без осадков;;0;2;;;;"Днем без существенных осадков 0-0,2 мм. Температура 0…+2 градуса. Ветер юго-восточный 7-12 м/сек. Ночью местами небольшие осадки 1-3 мм. Температура 
-1…+1 градуса. Ветер южный 5-10 м/сек.";895673693
519788;01.11.2018 05:28;трехчасовой прогноз;01.11.2018 09:00;01.11.2018 12:00;;;дождь;;5;7;;;;Днем без существенных осадков 0-0,2 мм. Температура 5…7 градусов. Ветер южный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм, местами туман видимость 500-1000 м. Температура 2…4 градуса. Ветер южный 5-10 м/сек. ;895779774
519987;02.11.2018 05:26;трехчасовой прогноз;02.11.2018 09:00;02.11.2018 12:00;;;дождь;;5;7;;;;Днем без существенных осадков 0-0,2 мм. Температура 5…7 градусов. Ветер южный 5-10 м/сек. Ночью местами небольшой дождь 0-1 мм. Температура 3…5 градусов. Ветер юго-западный 5-10 м/сек. ;895836541
520198;03.11.2018 06:18;трехчасовой прогноз;03.11.2018 09:00;03.11.2018 12:00;;;дождь;;6;8;;;;Днем временами дождь 2-4 мм. Температура 6…8 градусов. Ветер юго-западный 5-10 м/сек. Ночью временами дождь 4-9 мм. Температура 4…6 градусов. Ветер западный 5-10 м/сек. ;895856033
520385;04.11.2018 05:27;трехчасовой прогноз;04.11.2018 09:00;04.11.2018 12:00;;;дождь;;7;9;;;;Днем местами небольшой дождь 0-1 мм. Температура 7…9 градусов. Ветер северо-западный 5-10, местами порывы 15 м/сек. Ночью без осадков. Температура 1…3 градуса. Ветер северо-западный 3-8 м/сек. ;895956153
520502;05.11.2018 05:36;трехчасовой прогноз;05.11.2018 09:00;05.11.2018 12:00;;;без осадков;;5;7;;;;Днем без осадков. Температура 5…7 градусов. Ветер западный 3-8 м/сек. Ночью без осадков. Температура 0…+2 градуса, местами до -2 градусов. Ветер западный 3-8 м/сек. ;895966453
520532;06.11.2018 05:16;трехчасовой прогноз;06.11.2018 09:00;06.11.2018 12:00;;;без осадков;;4;6;;;;Днем без осадков. Температура 4…6 градусов. Ветер западный 3-8 м/сек. Ночью без существенных осадков 0-0,2 мм. Температура 0…+2 градуса, местами до -1 градуса. Ветер юго-западный 3-8 м/сек. ;895986458
520552;07.11.2018 05:37;трехчасовой прогноз;07.11.2018 09:00;07.11.2018 12:00;;;без осадков;;4;6;;;;Днем без существенных осадков 0-0,1 мм. Температура 4…6 градусов. Ветер юго-западный 3-8 м/сек. Ночью без существенных осадков 0-0,3 мм осадков. Температура 0…+2 градуса. Ветер западный 3-8 м/сек. ;895997441
520585;08.11.2018 05:23;трехчасовой прогноз;08.11.2018 09:00;08.11.2018 12:00;;;дождь;;5;7;;;;Днем без существенных осадков 0-0,3 мм. Температура 5…7 градусов. Ветер переменный 2-7 м/сек. Ночью без существенных осадков 0-0,3 мм осадков. Температура 0…+2 градуса. Ветер северный 3-8 м/сек. ;896015960
520592;09.11.2018 05:51;трехчасовой прогноз;09.11.2018 09:00;09.11.2018 12:00;;;без осадков;;4;6;;;;Днем без существенных осадков 0-0,3 мм. Температура 4…6 градусов. Ветер восточный 4-9 м/сек. Ночью без существенных осадков 0-0,3 мм. Температура 0…+2 градуса. Ветер юго-восточный 3-8 м/сек.;896066076
520612;10.11.2018 05:18;трехчасовой прогноз;10.11.2018 09:00;10.11.2018 12:00;;;дождь;;2;4;;;;"Днем местами слабые осадки 0-0,5 мм. Температура 2…4 градуса. Ветер юго-восточный 3-8 м/сек. Ночью без осадков, условия для гололедицы. Температура -3…-1 градус. Ветер юго-восточный 3-8 м/сек. 
";896109124
520632;11.11.2018 06:11;трехчасовой прогноз;11.11.2018 09:00;11.11.2018 12:00;;;без осадков;;-1;1;;;;Днем без осадков. Условия для гололедицы. Температура -1…+1 градус. Ветер юго-восточный 5-10 м/сек. Ночью без осадков. Температура -5…-3 градуса. Ветер юго-восточный 6-11 м/сек. ;896128048
520652;12.11.2018 05:49;трехчасовой прогноз;12.11.2018 09:00;12.11.2018 12:00;;;без осадков;;-2;0;;;;Днем без осадков. Температура -2…0 градусов. Ветер южный 4-9 м/сек. Ночью без осадков. Температура -6…-4 градуса. Ветер юго-западный 6-11 м/сек.;896333580
520672;13.11.2018 05:39;трехчасовой прогноз;13.11.2018 09:00;13.11.2018 12:00;;;без осадков;;-3;-1;;;;Днём без осадков. Температура -3…-1 градус. Ветер юго-западный 4-9 м/сек. Ночью без осадков. Температура -5…-3 градуса. Ветер юго-западный 6-11 м/сек. ;896357621
520692;14.11.2018 05:31;трехчасовой прогноз;14.11.2018 09:00;14.11.2018 12:00;;;без осадков;;-1;1;;;;Днём без осадков. Температура -1…+1 градус. Ветер юго-западный 6-11 м/сек. Ночью без существенных осадков 0-0,2 мм. Температура -4…-2 градуса. Ветер южный 3-8 м/сек. ;896419165
521544;15.11.2018 05:54;трехчасовой прогноз;15.11.2018 09:00;15.11.2018 12:00;;;без осадков;;-1;1;;;;Днём без существенных осадков 0-0,2 мм. Температура -1…+1 градус. Ветер южный 3-8 м/сек. Ночью без осадков. Температура -5…-3 градуса. Ветер юго-западный 3-8 м/сек. ;896505853
521769;16.11.2018 05:42;трехчасовой прогноз;16.11.2018 09:00;16.11.2018 12:00;;;без осадков;;-1;1;;;;Днём без осадков. Температура -1…+1 градус. Ветер юго-западный 3-8 м/сек. Ночью без осадков. Температура -4…-2 градусов. Ветер западный 5-10 м/сек.;896543676
521973;17.11.2018 05:49;трехчасовой прогноз;17.11.2018 09:00;17.11.2018 12:00;;;снег;;0;2;;;;Во второй половине дня местами небольшой снег, мокрый снег 0-1 см. Температура 0…+2 градуса. Ветер западный 5-10 м/сек. Ночью временами снег 1-3 см. Температура -1…+1 градус. Условия для гололедицы. Ветер западный 5-10 м/сек. ;896608916
522183;18.11.2018 05:36;трехчасовой прогноз;18.11.2018 09:00;18.11.2018 12:00;;;снег;;0;2;;;;Днем небольшой снег, мокрый снег 0-1 см. Условия для гололедицы. Температура 0…+2 градуса. Ветер западный 5-10 м/сек. Ночью местами небольшой снег 0-1 см. Температура -1…+1 градус. Ветер восточный 3-8 м/сек. ;896621325
522372;19.11.2018 05:45;трехчасовой прогноз;19.11.2018 09:00;19.11.2018 12:00;;;без осадков;;0;2;;;;Днем местами небольшой снег 0-0,5 мм. Условия для гололедицы. Температура 0…+2 градус. Ветер северо-восточный 2-7 м/сек. Ночью без осадков. Температура -4…-2 градуса. Ветер восточный 3-8 м/сек. ;896736342
522584;20.11.2018 05:48;трехчасовой прогноз;20.11.2018 09:00;20.11.2018 12:00;;;без осадков;;-2;0;;;;Днем Без осадков. Температура -2…0 градусов. Ветер северный 3-8 м/сек. Ночью местами небольшой снег 0-0,5 мм. Температура -4…-2 градуса. Ветер северо-западный 5-10 м/сек.;896758037
522829;21.11.2018 05:36;трехчасовой прогноз;21.11.2018 09:00;21.11.2018 12:00;;;снег;;-1;1;;;;Днем без существенных осадков 0-0,2 мм. Температура -1…+1 градус. Ветер северо-западный 5-10 м/сек. Ночью без существенных осадков 0-0,2 мм. Условия для гололедицы. Температура -4…-2 градуса. Ветер северо-западный 4-9 м/сек;896985941
523041;22.11.2018 05:40;трехчасовой прогноз;22.11.2018 09:00;22.11.2018 12:00;;;снег;;-1;1;;;;Днем местами небольшой снег 0-1 мм, прирост снега 0-1 см. Температура -1…+1 градус. Ветер северо-западный 6-11 м/сек, местами порывы 15 м/сек. Ночью местами небольшой снег 0-1 мм. Условия для гололедицы. Температура -4…-2 градуса. Ветер северо-западный 6-11 м/сек, местами порывы 15 м/сек. ;900861236
523253;23.11.2018 06:03;трехчасовой прогноз;23.11.2018 09:00;23.11.2018 12:00;;;без осадков;;-1;1;;;;Днем местами слабый снег 0-0,3 мм. Температура -1…+1 градус. Ветер северо-западный 6-11 м/сек, местами порывы 15 м/сек. Ночью местами небольшой снег 0-0,5 мм. Условия для гололедицы. Температура -4…-2 градуса. Ветер западный 5-10 м/сек. ;900878907
523481;24.11.2018 05:49;трехчасовой прогноз;24.11.2018 09:00;24.11.2018 12:00;;;снег;;-1;1;;;;Днем местами небольшой снег 0-0,5 мм, прирост снега 0-1 см. Условия для гололедицы. Температура -1…+1 градус. Ветер западный 5-10 м/сек, местами порывы 15 м/сек. Ночью местами небольшой снег 0-0,5 мм, прирост снега 0-1 см. Условия для гололедицы. Температура -4…-2 градуса. Ветер западный 3-8 м/сек. ;901069276
523680;25.11.2018 05:53;трехчасовой прогноз;25.11.2018 09:00;25.11.2018 12:00;;;без осадков;;-1;1;;;;Днем без существенных осадков 0-0,2 мм. Условия для гололедицы. Температура -1…+1 градус. Ветер западный 3-8 м/сек. Ночью временами снег 0,5-2 мм. Прирост снега 1-3 см. Температура -4…-2 градуса. Ветер слабый менее 5 м/сек. ;901086600
523884;26.11.2018 05:29;трехчасовой прогноз;26.11.2018 09:00;26.11.2018 12:00;;;снег;;-2;0;;;;Днем местами небольшой снег 0-1 мм. Прирост снега 0-1 см. Температура -2…0 градусов. Ветер северо-западный 3-8 м/сек. Ночью местами слабый снег 0-0,3 мм. Температура -8…-6 градусов. Ветер юго-западный 3-8 м/сек. ;901109019
524121;27.11.2018 06:02;трехчасовой прогноз;27.11.2018 09:00;27.11.2018 12:00;;;снег;;-5;-3;;;;Днем небольшой снег 0,5-2 мм. Прирост снега 1-2 см. Температура -5…-3 градуса. Ветер юго-западный 3-8 м/сек. Ночью местами небольшой снег 0-1 мм. Прирост снега 0-1 см. Температура -6…-4 градусов. Ветер северо-западный 6-11 м/сек. ;901127573
524364;28.11.2018 05:44;трехчасовой прогноз;28.11.2018 09:00;28.11.2018 12:00;;;снег;;-6;-4;;;;Днем местами слабый снег 0-0,2 мм. Температура -6…-4 градуса. Ветер северо-западный 6-11 м/сек. Ночью без осадков. Температура -11…-9 градусов. Ветер северо-западный 3-8 м/сек. ;901255211
